id,first_name,last_name,email,phone_number,hire_date,job_title,department,salary,manager_id,address,skills
786,Christopher,Johnson,haaschristy@example.net,001-324-515-6371,2024-09-22,System Administrator,IT,86933,33.0,"{'street': '2159 Jasmine Junction', 'city': 'Brownfort', 'state': 'MD', 'zip': '18277', 'country': 'USA'}","['SQL', 'Python', 'Hadoop', 'Kubernetes']"
787,Daniel,Santana,ashley64@example.net,+1-411-212-4386x6549,2019-12-23,IT Manager,IT,104432,17.0,"{'street': '0604 Amanda Coves', 'city': 'Port Justin', 'state': 'MH', 'zip': '15735', 'country': 'USA'}","['PowerBI', 'Azure', 'AWS']"
788,Rebecca,Lewis,charles47@example.com,530.958.1978,2018-07-16,Auditor,Finance,92677,16.0,"{'street': '700 Lisa Stream Suite 896', 'city': 'Latashafort', 'state': 'MA', 'zip': '53822', 'country': 'USA'}","['PowerBI', 'Azure']"
789,Jennifer,Cook,rollinsjennifer@example.com,5592271950,2016-08-09,Brand Strategist,Marketing,90866,11.0,"{'street': '793 Stephen Rest', 'city': 'Youngberg', 'state': 'IN', 'zip': '42958', 'country': 'USA'}","['Spark', 'GCP', 'SQL', 'Python']"
790,Christopher,Cruz,sethbuckley@example.org,609-390-0051x82774,2020-08-29,IT Manager,IT,105169,15.0,"{'street': '66836 Leslie Shoals Apt. 003', 'city': 'New Eddieport', 'state': 'AR', 'zip': '02619', 'country': 'USA'}","['Spark', 'Excel', 'PowerBI']"
791,Jeffery,Fisher,morenojeremy@example.org,001-375-706-6586x09693,2021-11-28,Marketing Specialist,Marketing,80230,30.0,"{'street': '03842 Henry Pine Apt. 252', 'city': 'Lake Tiffanyhaven', 'state': 'GA', 'zip': '72877', 'country': 'USA'}","['SQL', 'Hadoop', 'Java', 'GCP']"
792,Kelly,Weber,jonesrichard@example.net,940-817-3342,2024-01-30,Talent Acquisition,HR,78134,10.0,"{'street': '1408 Jessica Square Suite 121', 'city': 'Ashleyshire', 'state': 'FM', 'zip': '99231', 'country': 'USA'}","['Scala', 'Tableau', 'R', 'SQL']"
793,Toni,Coleman,wilsonmatthew@example.net,(290)241-9177,2023-07-26,IT Support,IT,93757,38.0,"{'street': '323 Jennifer Grove', 'city': 'New Michellefurt', 'state': 'IN', 'zip': '44578', 'country': 'USA'}","['Python', 'Excel', 'SQL', 'Tableau', 'GCP']"
794,Alyssa,Christian,thomas91@example.org,001-753-591-0903x35308,2023-01-03,HR Coordinator,HR,68814,4.0,"{'street': '4054 Garner Grove Apt. 812', 'city': 'Lake Jamesfurt', 'state': 'PW', 'zip': '82829', 'country': 'USA'}","['Excel', 'Hadoop', 'Scala']"
795,Beverly,Crosby,annabrown@example.org,(204)858-8001,2017-06-22,Marketing Specialist,Marketing,98628,11.0,"{'street': '505 Natalie Wells', 'city': 'Port Daryl', 'state': 'CO', 'zip': '35619', 'country': 'USA'}","['Kubernetes', 'Docker']"
796,David,Hamilton,sanchezlori@example.com,001-787-808-7771x4463,2024-07-20,Support Manager,Customer Support,70653,48.0,"{'street': '407 Reilly Square Suite 276', 'city': 'Jacksonside', 'state': 'HI', 'zip': '70252', 'country': 'USA'}","['Tableau', 'Docker', 'Python', 'Kubernetes', 'GCP']"
797,Gerald,Clark,jamesmercado@example.com,(664)304-8628,2018-04-30,Support Manager,Customer Support,75385,46.0,"{'street': '44240 Peterson Walks Apt. 214', 'city': 'Lake Michael', 'state': 'MH', 'zip': '39636', 'country': 'USA'}","['Python', 'AWS']"
798,Rachel,Lopez,blutz@example.org,3892225455,2024-10-22,System Administrator,IT,88843,35.0,"{'street': '657 Jennifer Hollow', 'city': 'Lake Jason', 'state': 'RI', 'zip': '76150', 'country': 'USA'}","['AWS', 'PowerBI']"
799,Larry,Johnson,william94@example.org,826.564.9280x943,2015-10-31,Software Engineer,Engineering,112019,41.0,"{'street': '9173 Morgan View', 'city': 'Hintonfort', 'state': 'OR', 'zip': '20423', 'country': 'USA'}","['AWS', 'PowerBI']"
800,Christopher,Bryan,briannajackson@example.com,001-870-948-5008,2024-03-11,Sales Representative,Sales,83340,3.0,"{'street': '7523 Julie Lakes Apt. 239', 'city': 'West Jesus', 'state': 'DE', 'zip': '51054', 'country': 'USA'}","['SQL', 'Tableau', 'Kubernetes']"
801,Hunter,Clark,ricejose@example.org,001-645-698-7888x41211,2016-04-08,Auditor,Finance,104737,40.0,"{'street': '693 Murillo Walks', 'city': 'New Molly', 'state': 'WV', 'zip': '90354', 'country': 'USA'}","['AWS', 'Docker', 'PowerBI', 'Python', 'Azure']"
802,Jeffrey,Palmer,andersoncarla@example.com,788-378-6410x58170,2020-10-13,Operations Analyst,Operations,74406,19.0,"{'street': '2554 Jenkins Station', 'city': 'South Christinestad', 'state': 'DC', 'zip': '81971', 'country': 'USA'}","['AWS', 'Python']"
803,Mario,Berry,samanthajohnson@example.net,4348799842,2020-09-12,Operations Manager,Operations,78179,20.0,"{'street': '0929 Schneider Vista Suite 980', 'city': 'East Veronica', 'state': 'MO', 'zip': '98722', 'country': 'USA'}","['Java', 'GCP', 'Scala', 'R', 'Azure']"
804,Randy,Crane,ericsanders@example.net,818.838.4268,2024-08-25,HR Director,HR,76042,46.0,"{'street': '015 Ford Summit Suite 709', 'city': 'West Joseph', 'state': 'CO', 'zip': '19526', 'country': 'USA'}","['Hadoop', 'PowerBI']"
805,Charles,James,brittneywilliams@example.com,4069316565,2020-01-25,Support Agent,Customer Support,77287,20.0,"{'street': '64969 Edwards Roads Suite 899', 'city': 'Edwardport', 'state': 'GA', 'zip': '53358', 'country': 'USA'}","['Python', 'Scala']"
806,Amber,Stephens,ambercunningham@example.net,998.784.7842x148,2023-06-09,Sales Analyst,Sales,85407,49.0,"{'street': '22895 Taylor Center Apt. 670', 'city': 'New Patrick', 'state': 'WI', 'zip': '48604', 'country': 'USA'}","['Tableau', 'Azure', 'Spark']"
807,Cheryl,Davis,narnold@example.com,325.901.3654,2016-04-06,IT Manager,IT,105788,35.0,"{'street': '5539 Johnson Locks', 'city': 'Ryanchester', 'state': 'ID', 'zip': '87397', 'country': 'USA'}","['Docker', 'Java', 'SQL', 'Scala']"
808,Eric,Smith,gstone@example.com,001-889-605-8497x525,2023-02-25,Sales Manager,Sales,81016,33.0,"{'street': '2039 Mejia Prairie Suite 622', 'city': 'Danielleland', 'state': 'NY', 'zip': '28556', 'country': 'USA'}","['Excel', 'SQL', 'Azure', 'Java', 'R']"
809,Jordan,Jackson,uwright@example.org,001-440-253-4678x6769,2018-10-22,IT Manager,IT,103426,20.0,"{'street': '06078 Davis Shoal', 'city': 'North Manuel', 'state': 'GA', 'zip': '02723', 'country': 'USA'}","['AWS', 'Scala']"
810,Jamie,James,stevenkelly@example.net,373.817.2205x38155,2019-02-01,Technical Support,Customer Support,77169,39.0,"{'street': '63593 Brian Turnpike', 'city': 'West Kimberlyview', 'state': 'WV', 'zip': '09262', 'country': 'USA'}","['Java', 'SQL', 'Excel', 'AWS', 'Python']"
811,Allen,Vaughn,robertwilson@example.net,+1-779-778-1087x1037,2016-12-31,Content Creator,Marketing,99532,30.0,"{'street': '81266 Baxter Plaza Apt. 536', 'city': 'Port Rebeccaview', 'state': 'WA', 'zip': '11627', 'country': 'USA'}","['AWS', 'PowerBI', 'Kubernetes', 'Docker', 'Spark']"
812,Amanda,Sosa,martineznatalie@example.com,001-547-303-1631,2020-11-23,Content Creator,Marketing,86390,48.0,"{'street': '40688 Mann Spurs Apt. 380', 'city': 'New Alison', 'state': 'IN', 'zip': '27308', 'country': 'USA'}","['Spark', 'PowerBI', 'Kubernetes', 'SQL', 'Scala']"
813,Jose,Lopez,juliesantiago@example.com,(934)288-0211,2020-03-29,DevOps Engineer,Engineering,98187,21.0,"{'street': '86506 Juan Harbors', 'city': 'Kennethstad', 'state': 'CO', 'zip': '26091', 'country': 'USA'}","['Kubernetes', 'PowerBI', 'AWS']"
814,Edward,Scott,diamondkrause@example.com,+1-455-661-0227x094,2016-02-29,Marketing Manager,Marketing,95148,49.0,"{'street': '92942 Amanda Motorway', 'city': 'Amberfurt', 'state': 'MO', 'zip': '50625', 'country': 'USA'}","['PowerBI', 'Python', 'Docker', 'Java', 'Hadoop']"
815,Marcus,Kemp,daniel38@example.net,402.360.9529x6752,2016-02-14,HR Manager,HR,91150,2.0,"{'street': '5694 Vargas Trace', 'city': 'New Jessica', 'state': 'FL', 'zip': '41630', 'country': 'USA'}","['Scala', 'PowerBI']"
816,Brittany,Petty,cyoung@example.org,759.869.9646,2018-06-18,Controller,Finance,93821,3.0,"{'street': '452 Jacob Parkway Suite 210', 'city': 'East Sydneymouth', 'state': 'CT', 'zip': '91928', 'country': 'USA'}","['R', 'Hadoop', 'Excel', 'PowerBI']"
817,Randall,Friedman,maria42@example.org,+1-378-413-0654x968,2024-07-24,Marketing Manager,Marketing,70983,46.0,"{'street': '2010 Dixon River Apt. 528', 'city': 'East Toddmouth', 'state': 'AR', 'zip': '35242', 'country': 'USA'}","['Docker', 'Java', 'Kubernetes']"
818,Jacob,Parks,shirleybowman@example.net,759.651.4961x0817,2025-02-17,Operations Manager,Operations,70051,44.0,"{'street': '72872 Brewer Ports Suite 640', 'city': 'Kevinfort', 'state': 'HI', 'zip': '32597', 'country': 'USA'}","['GCP', 'Java', 'Azure', 'Kubernetes']"
819,Craig,Harrison,hudsonshawn@example.net,001-359-619-6840x98446,2019-05-24,Support Agent,Customer Support,83133,44.0,"{'street': '688 Tracy Curve', 'city': 'Susanland', 'state': 'GU', 'zip': '24898', 'country': 'USA'}","['Java', 'Hadoop', 'PowerBI']"
820,Michael,Chavez,kgonzalez@example.net,225-418-1515x46640,2018-06-23,Business Analyst,Operations,82098,42.0,"{'street': '3913 Brian Drives', 'city': 'Lloydton', 'state': 'CA', 'zip': '25479', 'country': 'USA'}","['Spark', 'Scala']"
821,Taylor,Martinez,lburke@example.com,001-961-418-3775,2024-11-17,Controller,Finance,82253,1.0,"{'street': '02330 Angela Forest', 'city': 'South Annettefort', 'state': 'UT', 'zip': '50660', 'country': 'USA'}","['Kubernetes', 'PowerBI', 'Azure', 'GCP']"
822,Jasmine,Gomez,garretthenry@example.org,001-715-611-2350x74404,2018-12-02,Customer Success,Customer Support,74125,17.0,"{'street': '923 Williams Run', 'city': 'Port Dawn', 'state': 'MT', 'zip': '17721', 'country': 'USA'}","['Spark', 'Hadoop']"
823,Christian,Duke,christopher25@example.net,+1-848-274-0105x6965,2025-04-03,Security Specialist,IT,82938,47.0,"{'street': '938 Taylor Inlet', 'city': 'Edwardstown', 'state': 'IN', 'zip': '23605', 'country': 'USA'}","['Java', 'AWS', 'Tableau', 'Hadoop', 'PowerBI']"
824,Amy,Harper,christopherschneider@example.org,+1-789-501-2287x4513,2016-02-09,Auditor,Finance,106802,49.0,"{'street': '0824 Gibson Villages', 'city': 'Lake Louis', 'state': 'VI', 'zip': '34778', 'country': 'USA'}","['Java', 'AWS', 'Tableau']"
825,Michael,Lane,michaelhughes@example.com,001-785-689-3963x1420,2024-07-17,Marketing Specialist,Marketing,74750,21.0,"{'street': '18548 Wilson Lock', 'city': 'Williamstown', 'state': 'KS', 'zip': '94590', 'country': 'USA'}","['SQL', 'Excel', 'Tableau', 'Kubernetes']"
826,Stacey,Mckee,kramerpamela@example.com,286-311-8123x51967,2021-04-29,Account Executive,Sales,81561,33.0,"{'street': '774 Carla Row Apt. 792', 'city': 'South Rachel', 'state': 'NM', 'zip': '53569', 'country': 'USA'}","['AWS', 'Spark']"
827,James,Robbins,cindyrodriguez@example.org,7536058194,2016-03-29,Operations Manager,Operations,99674,19.0,"{'street': '990 Winters Corners Suite 113', 'city': 'South Maria', 'state': 'ME', 'zip': '46730', 'country': 'USA'}","['Kubernetes', 'Azure', 'AWS']"
828,Ian,Hancock,eric51@example.org,001-491-833-1041x093,2021-04-10,Controller,Finance,100309,35.0,"{'street': '9805 Joseph Circles', 'city': 'Markton', 'state': 'MO', 'zip': '84926', 'country': 'USA'}","['Spark', 'AWS', 'Azure']"
829,Michael,Allen,brittany40@example.com,947.690.8690x3791,2016-01-27,Support Agent,Customer Support,79901,17.0,"{'street': '5043 Kristen Greens Suite 122', 'city': 'Carterberg', 'state': 'NJ', 'zip': '08085', 'country': 'USA'}","['R', 'Scala', 'SQL', 'Docker']"
830,Michele,Carlson,frodriguez@example.com,(973)505-7007x9757,2019-06-30,Marketing Specialist,Marketing,86663,28.0,"{'street': '6784 Rhodes Mount', 'city': 'Lake Sydneyton', 'state': 'AZ', 'zip': '61505', 'country': 'USA'}","['SQL', 'Python', 'Java']"
831,Lauren,Parker,lancethompson@example.org,3345774278,2024-10-02,Financial Analyst,Finance,83713,3.0,"{'street': '4739 Martin Pike Suite 119', 'city': 'East Jill', 'state': 'TN', 'zip': '57371', 'country': 'USA'}","['Kubernetes', 'GCP', 'Docker', 'Python']"
832,David,Thompson,heather26@example.com,+1-916-700-5712,2020-01-26,Accountant,Finance,102976,22.0,"{'street': '33996 Potts Expressway Apt. 265', 'city': 'East Theresa', 'state': 'CT', 'zip': '52765', 'country': 'USA'}","['GCP', 'Java']"
833,Nicole,Little,baileyramsey@example.com,(409)510-0041x3308,2017-05-10,Finance Manager,Finance,106352,10.0,"{'street': '07581 Patrick Camp', 'city': 'Chadview', 'state': 'WA', 'zip': '64711', 'country': 'USA'}","['R', 'Docker', 'Kubernetes']"
834,Jonathan,Waters,cooperjack@example.com,740-908-3415x5806,2024-07-19,Software Engineer,Engineering,100589,46.0,"{'street': '11937 Williams Plaza Suite 441', 'city': 'Jennifershire', 'state': 'FM', 'zip': '39588', 'country': 'USA'}","['Python', 'Kubernetes', 'Hadoop', 'Excel']"
835,Donna,Hunt,john83@example.com,(510)665-5981x654,2017-03-31,Operations Manager,Operations,87110,8.0,"{'street': '10470 Galvan Harbor', 'city': 'North Sarahfort', 'state': 'OK', 'zip': '12346', 'country': 'USA'}","['R', 'AWS', 'SQL', 'Scala']"
836,Beverly,Bishop,nicoleingram@example.net,(822)953-0523,2018-02-22,Project Manager,Operations,87044,28.0,"{'street': '8480 Reynolds Lane Suite 911', 'city': 'Lake Nicholas', 'state': 'GA', 'zip': '15049', 'country': 'USA'}","['GCP', 'AWS', 'PowerBI', 'Python', 'Kubernetes']"
837,Susan,Willis,jordan97@example.com,(978)492-9809,2018-07-18,Operations Analyst,Operations,83128,8.0,"{'street': '11368 Scott Radial', 'city': 'West Katherinebury', 'state': 'RI', 'zip': '62501', 'country': 'USA'}","['Excel', 'Spark', 'AWS', 'Kubernetes', 'Tableau']"
838,Jacob,Williams,zrobinson@example.com,676-226-2235,2019-07-13,Security Specialist,IT,98071,45.0,"{'street': '3849 Branch Mountain Suite 080', 'city': 'East Richardside', 'state': 'UT', 'zip': '24591', 'country': 'USA'}","['Spark', 'Hadoop']"
839,Patricia,Lowe,glenmarsh@example.com,+1-301-609-8588x764,2023-06-11,HR Coordinator,HR,73609,43.0,"{'street': '3560 Hubbard Landing Suite 457', 'city': 'Jonathanbury', 'state': 'AL', 'zip': '99056', 'country': 'USA'}","['AWS', 'Kubernetes', 'Excel', 'GCP']"
840,Heather,Spears,elizabeth81@example.org,(432)567-1769x934,2021-06-17,Talent Acquisition,HR,76391,5.0,"{'street': '4599 Pham Isle Apt. 922', 'city': 'New Jose', 'state': 'PW', 'zip': '53469', 'country': 'USA'}","['SQL', 'Docker', 'Python']"
841,Caitlin,Clark,ywilliams@example.net,+1-808-807-6214x02137,2025-04-26,HR Manager,HR,76258,25.0,"{'street': '74565 David Lake Apt. 588', 'city': 'East Patricia', 'state': 'AZ', 'zip': '59473', 'country': 'USA'}","['Hadoop', 'Docker']"
842,Amanda,Shaffer,mark25@example.org,(240)964-7661,2019-11-22,Recruiter,HR,74471,39.0,"{'street': '9557 Erik Forks Suite 322', 'city': 'East Courtney', 'state': 'CO', 'zip': '56023', 'country': 'USA'}","['Tableau', 'Python', 'AWS']"
843,Johnny,Mitchell,tstevens@example.net,751.293.0586,2020-02-09,Auditor,Finance,91916,7.0,"{'street': '3429 Samantha Common', 'city': 'West Nicole', 'state': 'NE', 'zip': '50407', 'country': 'USA'}","['Scala', 'Kubernetes']"
844,Alexander,Bell,iturner@example.com,001-377-927-2060,2016-12-25,HR Director,HR,84416,2.0,"{'street': '77100 John Camp Suite 123', 'city': 'Kellerchester', 'state': 'CO', 'zip': '06587', 'country': 'USA'}","['Hadoop', 'Azure', 'GCP', 'SQL', 'Kubernetes']"
845,Brian,Santana,johndixon@example.com,001-846-383-9815x132,2017-07-24,Marketing Manager,Marketing,101799,32.0,"{'street': '1629 Acevedo Neck', 'city': 'Kelseyland', 'state': 'DE', 'zip': '61043', 'country': 'USA'}","['Excel', 'Hadoop', 'Kubernetes']"
846,William,Fritz,pollardthomas@example.com,001-901-636-8185x80390,2024-03-12,Business Development,Sales,81980,4.0,"{'street': '4232 Patricia View', 'city': 'Crystalborough', 'state': 'SD', 'zip': '04308', 'country': 'USA'}","['Python', 'Scala', 'Docker', 'GCP', 'Spark']"
847,Samantha,Green,floydryan@example.org,810.797.0852,2017-04-24,Operations Analyst,Operations,97415,47.0,"{'street': '19003 Meghan Center', 'city': 'Mitchellland', 'state': 'WI', 'zip': '49631', 'country': 'USA'}","['Java', 'SQL', 'Python', 'R', 'Kubernetes']"
848,Jane,Williams,pittmannicole@example.com,(706)990-6301,2024-02-15,Operations Manager,Operations,71770,17.0,"{'street': '77314 Amber Spurs', 'city': 'Morrisborough', 'state': 'DC', 'zip': '14398', 'country': 'USA'}","['Azure', 'Excel']"
849,Jonathan,Hall,jamesmiller@example.net,367.674.7778x163,2020-04-17,Finance Manager,Finance,96658,50.0,"{'street': '35934 Alexander Point Apt. 367', 'city': 'New Randyborough', 'state': 'TX', 'zip': '09589', 'country': 'USA'}","['Tableau', 'Java', 'Python', 'PowerBI', 'Hadoop']"
850,Roger,Taylor,zallen@example.net,460.474.4714x8890,2017-02-08,Support Manager,Customer Support,75203,23.0,"{'street': '68930 Thomas Lodge', 'city': 'Nicholsonmouth', 'state': 'IL', 'zip': '12946', 'country': 'USA'}","['PowerBI', 'Kubernetes', 'Tableau']"
851,Shawn,Gonzalez,sara75@example.org,782.585.3951,2022-11-21,Security Specialist,IT,97442,20.0,"{'street': '41570 Thomas Junction', 'city': 'New Kevin', 'state': 'CA', 'zip': '76936', 'country': 'USA'}","['Spark', 'Excel', 'Java']"
852,Daniel,Cook,coopergabriel@example.org,001-763-373-4174,2023-01-11,Network Engineer,IT,89286,20.0,"{'street': '77464 William Spring', 'city': 'Burtonport', 'state': 'UT', 'zip': '21738', 'country': 'USA'}","['SQL', 'R', 'Scala', 'Python']"
853,Miranda,Hill,perkinsjulia@example.net,+1-594-959-8618x9603,2022-09-27,Customer Experience,Customer Support,76173,44.0,"{'street': '171 Turner Lodge Suite 368', 'city': 'Brandonport', 'state': 'OH', 'zip': '69327', 'country': 'USA'}","['Excel', 'Tableau', 'Python', 'Hadoop']"
854,Donna,Myers,charlesperez@example.org,367.532.1068x2811,2016-09-07,COO,Operations,89745,41.0,"{'street': '94119 Lee Path', 'city': 'Rossstad', 'state': 'SD', 'zip': '01021', 'country': 'USA'}","['Azure', 'Spark', 'Excel', 'Python', 'SQL']"
855,Tina,Smith,melodylewis@example.com,9956138892,2017-05-20,Accountant,Finance,96727,40.0,"{'street': '7679 Lam Point', 'city': 'Fernandezview', 'state': 'PW', 'zip': '89318', 'country': 'USA'}","['Scala', 'Excel', 'Tableau']"
856,Jeremy,Gomez,mariahyang@example.com,328-502-4035,2021-12-11,Engineering Manager,Engineering,105933,24.0,"{'street': '3953 Brandon Centers Apt. 777', 'city': 'Russellberg', 'state': 'KS', 'zip': '42653', 'country': 'USA'}","['R', 'Azure', 'Excel']"
857,Pedro,Lee,dmullins@example.com,347.583.6816,2019-06-27,Accountant,Finance,98462,39.0,"{'street': '89652 Fisher Dam', 'city': 'West John', 'state': 'OH', 'zip': '64134', 'country': 'USA'}","['R', 'Spark', 'PowerBI', 'GCP', 'Java']"
858,Katherine,Richardson,joseph94@example.com,773.762.7533,2024-04-08,QA Engineer,Engineering,96424,10.0,"{'street': '332 Jon Keys', 'city': 'Jesuschester', 'state': 'MP', 'zip': '61564', 'country': 'USA'}","['Scala', 'Excel', 'Java', 'SQL', 'PowerBI']"
859,Christopher,Moran,ljennings@example.org,(679)372-8751x032,2019-02-05,System Administrator,IT,97280,33.0,"{'street': '4547 Jacobs Viaduct', 'city': 'Kellychester', 'state': 'IN', 'zip': '93440', 'country': 'USA'}","['PowerBI', 'Scala', 'Tableau', 'Hadoop']"
860,Adrian,Hernandez,danielsullivan@example.com,(817)576-0700x04437,2017-03-31,Content Creator,Marketing,97634,48.0,"{'street': '2273 Ferguson Inlet Apt. 768', 'city': 'Cookestad', 'state': 'CO', 'zip': '26829', 'country': 'USA'}","['R', 'Hadoop']"
861,Matthew,Patterson,marilynwilliams@example.org,(967)575-1752x2723,2017-02-23,Sales Analyst,Sales,96453,30.0,"{'street': '90876 Jessica Burg', 'city': 'Port Theresa', 'state': 'ID', 'zip': '27565', 'country': 'USA'}","['Scala', 'Azure', 'GCP', 'Excel', 'AWS']"
862,Emily,Garner,valerie83@example.org,001-910-505-5455,2023-03-24,Engineering Manager,Engineering,101331,2.0,"{'street': '79031 Smith Center Suite 745', 'city': 'Lake Patriciachester', 'state': 'IA', 'zip': '22248', 'country': 'USA'}","['Kubernetes', 'GCP', 'Scala', 'AWS', 'Excel']"
863,Joyce,Rogers,danielle38@example.com,239-689-5093,2018-07-18,Account Executive,Sales,94792,33.0,"{'street': '266 Thomas Passage Apt. 572', 'city': 'North Robertborough', 'state': 'FM', 'zip': '37479', 'country': 'USA'}","['R', 'SQL', 'Python', 'Excel']"
864,Julie,Ward,cochranrandall@example.org,876-415-9958,2017-07-29,IT Manager,IT,116400,21.0,"{'street': '02833 Brian Dale Suite 371', 'city': 'Danielton', 'state': 'CA', 'zip': '68635', 'country': 'USA'}","['Scala', 'R', 'Excel', 'Tableau']"
865,Melissa,Duncan,walkerrebecca@example.com,633-266-7276x132,2016-02-16,Auditor,Finance,113549,10.0,"{'street': '752 Yoder Club', 'city': 'Blackhaven', 'state': 'WV', 'zip': '99863', 'country': 'USA'}","['Hadoop', 'Excel', 'Python', 'AWS']"
866,Russell,Li,sara12@example.com,519-492-4527,2019-02-14,Financial Analyst,Finance,91076,13.0,"{'street': '1039 Christopher Dale Apt. 248', 'city': 'West Brandonmouth', 'state': 'MA', 'zip': '50725', 'country': 'USA'}","['Python', 'Docker', 'Hadoop']"
867,Lisa,Valencia,mcphersonjennifer@example.org,001-770-511-4060x6331,2019-01-10,Business Analyst,Operations,79223,42.0,"{'street': '93326 Gonzalez Locks', 'city': 'Carolborough', 'state': 'OR', 'zip': '94146', 'country': 'USA'}","['Python', 'Hadoop', 'GCP', 'Java']"
868,Tracy,Maddox,utaylor@example.com,419-994-2510,2023-12-06,Sales Representative,Sales,75620,49.0,"{'street': '3695 Kemp Locks Suite 630', 'city': 'East Paul', 'state': 'PA', 'zip': '84304', 'country': 'USA'}","['GCP', 'Docker', 'Kubernetes', 'SQL', 'Azure']"
869,Nicole,Mckinney,timothyroberts@example.net,761.492.8419,2019-12-31,Recruiter,HR,84658,48.0,"{'street': '989 Ashley Turnpike Apt. 761', 'city': 'Stephanieburgh', 'state': 'WI', 'zip': '92069', 'country': 'USA'}","['Tableau', 'Hadoop', 'Kubernetes']"
870,Steven,Davis,angelacortez@example.org,+1-521-480-0389x07961,2015-09-20,Operations Manager,Operations,100272,38.0,"{'street': '64892 Gregory Cliffs', 'city': 'East Jaimebury', 'state': 'CA', 'zip': '51673', 'country': 'USA'}","['AWS', 'Scala', 'GCP', 'SQL', 'Kubernetes']"
871,Samuel,Hernandez,benjamincastillo@example.com,+1-876-243-4627x0913,2022-06-19,Security Specialist,IT,95933,19.0,"{'street': '121 Angela Brooks Apt. 566', 'city': 'Romerofurt', 'state': 'GU', 'zip': '80824', 'country': 'USA'}","['Excel', 'R', 'Tableau']"
872,Emily,Merritt,kevin59@example.org,001-307-385-4217x63177,2024-06-01,Recruiter,HR,68475,41.0,"{'street': '3087 Cameron Creek', 'city': 'Sherrimouth', 'state': 'GA', 'zip': '40503', 'country': 'USA'}","['Java', 'Excel']"
873,Jonathan,Owens,joshua32@example.net,(773)934-8065x8045,2017-09-14,Content Creator,Marketing,98045,33.0,"{'street': '53842 Johnston Neck', 'city': 'Vincentberg', 'state': 'WV', 'zip': '30894', 'country': 'USA'}","['Azure', 'Docker', 'Python']"
874,Tracy,Mcdonald,lawsonrenee@example.net,(346)335-3335x3843,2019-06-09,Sales Manager,Sales,89397,15.0,"{'street': '0889 Jacob Shoal Apt. 941', 'city': 'Jerryview', 'state': 'WV', 'zip': '69675', 'country': 'USA'}","['Spark', 'Java', 'Kubernetes', 'AWS', 'Tableau']"
875,Jennifer,Weaver,elizabeth38@example.com,812.980.8920x7996,2023-03-18,Account Executive,Sales,81893,22.0,"{'street': '10296 Jones Highway', 'city': 'Williamsside', 'state': 'IN', 'zip': '73089', 'country': 'USA'}","['PowerBI', 'SQL']"
876,Carla,Thompson,dakotaray@example.org,001-291-592-8611x4347,2019-01-23,Sales Manager,Sales,90938,44.0,"{'street': '3564 Huerta Valley Suite 582', 'city': 'Whitetown', 'state': 'ME', 'zip': '26722', 'country': 'USA'}","['Azure', 'AWS', 'Python', 'Tableau', 'SQL']"
877,Shannon,Fox,robinsonnancy@example.com,001-270-813-2590x459,2016-06-04,Operations Analyst,Operations,95126,14.0,"{'street': '92613 Nicholson Ports', 'city': 'Lake Ashleyfurt', 'state': 'NM', 'zip': '77913', 'country': 'USA'}","['Hadoop', 'Java', 'AWS', 'Docker', 'Python']"
878,Sandra,Flores,brianbrown@example.net,(609)668-7191x2336,2016-12-05,Customer Experience,Customer Support,79375,24.0,"{'street': '160 Taylor Freeway Suite 893', 'city': 'Davidfurt', 'state': 'NC', 'zip': '40373', 'country': 'USA'}","['Tableau', 'PowerBI', 'AWS']"
879,Laura,Griffin,ashley90@example.com,001-620-740-2508x331,2021-11-10,Sales Representative,Sales,92324,31.0,"{'street': '1878 Garrison Radial Suite 910', 'city': 'New Marychester', 'state': 'HI', 'zip': '85323', 'country': 'USA'}","['Azure', 'Docker', 'GCP', 'Scala']"
880,Emma,Williams,johnsonbrandon@example.com,7408034955,2023-12-07,Accountant,Finance,82027,42.0,"{'street': '69096 Dawn Turnpike', 'city': 'Lake Jessica', 'state': 'PW', 'zip': '45399', 'country': 'USA'}","['Java', 'Azure', 'Docker', 'Tableau', 'PowerBI']"
881,Amy,Greene,katherineparker@example.com,630-530-8512x846,2024-04-18,Financial Analyst,Finance,80835,19.0,"{'street': '4984 Connie Course Suite 652', 'city': 'West Scottmouth', 'state': 'PW', 'zip': '76044', 'country': 'USA'}","['AWS', 'Tableau', 'GCP']"
882,Michael,Mcmahon,victor80@example.com,(288)783-8993,2015-07-06,Talent Acquisition,HR,93491,20.0,"{'street': '31191 Erika Hollow Apt. 491', 'city': 'Melissaport', 'state': 'DC', 'zip': '97324', 'country': 'USA'}","['Spark', 'Excel', 'Azure']"
883,Alicia,Cooper,jose24@example.com,849.906.4820,2017-08-23,Business Development,Sales,95605,30.0,"{'street': '4842 Ashley Lake', 'city': 'South Tricia', 'state': 'FM', 'zip': '53883', 'country': 'USA'}","['SQL', 'Spark', 'Kubernetes', 'Hadoop']"
884,Bryan,Moore,zedwards@example.com,(932)415-9525,2022-01-17,SEO Specialist,Marketing,84224,37.0,"{'street': '55146 Lee Court Suite 996', 'city': 'Milesmouth', 'state': 'IL', 'zip': '58843', 'country': 'USA'}","['PowerBI', 'Hadoop', 'Azure', 'R', 'Excel']"
