customer_id,first_name,last_name,email,phone,registration_date,last_activity_date,segment,total_purchases,total_spent,average_order_value,acquisition_channel,is_active,address,preferences
4429,Richard,Norton,jenningsvincent@example.org,001-711-345-0943x151,2023-10-15,2025-03-21,Premium,9,3459.22,263.0,Direct,True,"{'street': '19513 Cindy Camp Suite 908', 'city': 'Melissaview', 'state': 'ME', 'zip': '60899', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [89, 67, 74, 71]}"
4430,Anne,Bean,crystal70@example.org,346-522-5653x8824,2025-02-26,2025-03-28,Regular,2,621.15,462.54,Direct,True,"{'street': '1197 Williamson Shore', 'city': 'Port Katelynborough', 'state': 'FL', 'zip': '52468', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Phone', 'Email', 'SMS'], 'favorite_products': [35]}"
4431,Andrea,Davis,halllisa@example.org,(441)407-3205x371,2020-09-12,2023-09-18,New,55,7302.95,306.95,Social Media,True,"{'street': '043 Bell Villages Apt. 054', 'city': 'East Allison', 'state': 'PA', 'zip': '50071', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['Phone', 'SMS', 'Email'], 'favorite_products': [33, 65, 44, 83]}"
4432,Danielle,Nolan,cbutler@example.net,249.481.8713,2024-12-17,2025-04-15,Premium,2,1361.1,414.8,Advertisement,False,"{'street': '7154 Zimmerman Squares', 'city': 'Jamieview', 'state': 'WI', 'zip': '32394', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [49, 86, 89, 94, 44]}"
4433,Susan,Ochoa,fergusonpaul@example.com,779.932.2204x71303,2021-04-17,2021-10-06,Regular,34,15890.96,482.26,Social Media,False,"{'street': '509 Daniel Square Suite 311', 'city': 'North Courtneytown', 'state': 'NJ', 'zip': '63711', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Clothing'], 'communication_preferences': ['SMS', 'Mail', 'Email'], 'favorite_products': [96, 1, 18]}"
4434,Robert,Castro,bholmes@example.com,001-986-928-6526x8224,2022-03-13,2024-05-15,VIP,21,6318.71,383.45,Referral,False,"{'street': '895 Glover Hollow', 'city': 'East Ericaland', 'state': 'NJ', 'zip': '49960', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['SMS', 'Mail', 'Email'], 'favorite_products': [4]}"
4435,Lucas,Dyer,tharding@example.net,+1-238-435-6260x6370,2021-06-28,2021-12-11,Regular,33,7421.71,212.03,Web Search,False,"{'street': '2272 Joshua Valley Suite 210', 'city': 'East Heather', 'state': 'AK', 'zip': '43503', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail', 'SMS', 'Email'], 'favorite_products': []}"
4436,Troy,Baker,bryandavid@example.com,+1-994-247-3722x706,2021-11-29,2025-03-23,Premium,38,8460.47,400.86,Direct,True,"{'street': '9541 Howell Vista Suite 390', 'city': 'Kathleenburgh', 'state': 'SD', 'zip': '28992', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances', 'Clothing'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': [5]}"
4437,Victor,Hines,xjenkins@example.net,+1-477-757-3204x49086,2021-06-30,2023-03-26,Regular,27,17110.69,480.32,Partner,True,"{'street': '89880 Warner Ports Suite 358', 'city': 'New Dennis', 'state': 'NH', 'zip': '36245', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Email', 'Phone', 'SMS'], 'favorite_products': []}"
4438,Jose,Davis,floresstephen@example.net,(229)857-8067x29821,2024-04-28,2024-08-22,Regular,1,706.89,174.7,Advertisement,True,"{'street': '05544 Taylor Knolls', 'city': 'Morganville', 'state': 'IN', 'zip': '47387', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Furniture'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [43, 65, 14, 32]}"
4439,Molly,Browning,boothchristopher@example.com,844-590-2993x1252,2021-01-12,2023-08-28,Regular,47,21042.8,1921.1,Web Search,False,"{'street': '4166 Reeves Hills', 'city': 'Watersfort', 'state': 'FM', 'zip': '35696', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing', 'Electronics'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [32, 38, 42, 73, 21]}"
4440,Charlene,Brown,williamsrobert@example.net,001-979-461-9365x673,2020-11-16,2023-06-22,Regular,44,1956.45,78.51,Social Media,False,"{'street': '422 Patton Hills Apt. 291', 'city': 'Rothport', 'state': 'HI', 'zip': '03644', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Clothing'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [95, 7, 63, 78, 48]}"
4441,Cody,Shaw,alexandrawood@example.com,+1-962-706-4011x53072,2023-07-19,2024-10-19,New,10,4359.46,295.87,Direct,True,"{'street': '68915 Williams Locks Suite 943', 'city': 'North Lee', 'state': 'NJ', 'zip': '19778', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics', 'Clothing'], 'communication_preferences': ['Email', 'SMS', 'Phone'], 'favorite_products': [69, 10, 73]}"
4442,Timothy,Clark,austinclark@example.net,469-409-5090x55202,2023-09-29,2024-07-02,New,19,4088.2,398.67,Direct,True,"{'street': '63650 Collins Stream', 'city': 'West Ashley', 'state': 'NY', 'zip': '21406', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [17, 43, 81]}"
4443,Kimberly,Galloway,andrew60@example.net,001-669-286-3827,2023-10-28,2023-11-29,VIP,13,1991.82,489.61,Advertisement,True,"{'street': '81131 Mary Hollow', 'city': 'South Elizabethstad', 'state': 'NC', 'zip': '61518', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [27, 61, 31, 73]}"
4444,Hector,Delacruz,jermainemorgan@example.net,227.255.6561,2024-12-18,2025-03-07,Regular,3,218.35,218.35,Referral,True,"{'street': '9833 Moore Lock', 'city': 'Lake Jennytown', 'state': 'OH', 'zip': '82177', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['SMS'], 'favorite_products': []}"
4445,Jordan,Collins,leejennifer@example.net,(539)744-1177,2024-06-22,2025-01-09,Premium,10,3250.94,873.58,Referral,True,"{'street': '1690 Vaughn Valley Suite 218', 'city': 'New Jenniferville', 'state': 'PR', 'zip': '96280', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone'], 'favorite_products': [44, 5, 89, 62, 68]}"
4446,Tiffany,Turner,hurleynicholas@example.net,919.556.4060,2021-06-22,2022-03-19,New,13,4637.33,118.97,Web Search,True,"{'street': '5193 Spence Ramp', 'city': 'West Cody', 'state': 'AZ', 'zip': '39468', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances', 'Clothing'], 'communication_preferences': ['SMS', 'Phone', 'Email'], 'favorite_products': [79, 69, 47, 71]}"
4447,Cheryl,Cox,moorematthew@example.com,001-437-623-4566x970,2024-01-13,2025-04-22,Regular,2,1249.35,97.61,Social Media,True,"{'street': '71394 Jason Turnpike', 'city': 'Benjaminport', 'state': 'MP', 'zip': '49920', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail', 'SMS', 'Phone'], 'favorite_products': [83, 37, 24, 64, 13]}"
4448,Erika,Carr,silvakenneth@example.org,800-756-2097,2023-07-21,2025-01-19,Premium,6,3177.02,205.64,Direct,True,"{'street': '0900 Lisa Isle Apt. 627', 'city': 'South Jennifershire', 'state': 'HI', 'zip': '73738', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture', 'Appliances'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [3]}"
4449,John,Lyons,kimberlysims@example.org,+1-959-618-3739x54676,2021-12-21,2022-04-09,Regular,9,13978.78,414.55,Advertisement,True,"{'street': '9068 Valenzuela Lakes Apt. 297', 'city': 'New Tylerville', 'state': 'IA', 'zip': '81832', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances', 'Electronics'], 'communication_preferences': ['Mail', 'SMS', 'Phone'], 'favorite_products': [38, 58, 10, 31]}"
4450,Jennifer,Bailey,mariaspears@example.org,+1-918-245-0133x698,2023-04-06,2024-06-29,Premium,7,4501.36,185.06,Partner,True,"{'street': '52284 Alexander Lodge', 'city': 'Smithton', 'state': 'NE', 'zip': '45445', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Electronics'], 'communication_preferences': ['Email'], 'favorite_products': [31, 20, 33, 77, 66]}"
4451,Russell,Edwards,stephanie57@example.org,001-688-589-8241x1660,2022-05-23,2023-02-09,Regular,3,3059.88,134.7,Referral,False,"{'street': '49118 Kent Courts', 'city': 'Davidbury', 'state': 'VI', 'zip': '65939', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': [96, 53, 70, 15, 31]}"
4452,Michael,Cruz,jimeneznancy@example.net,489.972.9702,2020-08-01,2023-07-15,Regular,58,20588.78,661.72,Direct,True,"{'street': '42199 Weber Street Suite 813', 'city': 'Janethaven', 'state': 'NJ', 'zip': '28294', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Furniture'], 'communication_preferences': ['SMS', 'Email', 'Phone'], 'favorite_products': [52, 31, 64, 70, 5]}"
4453,Sharon,Hendrix,kingpamela@example.org,755.278.8657,2024-12-27,2025-04-04,Premium,2,694.04,211.49,Referral,True,"{'street': '94723 Tamara Parkway Suite 723', 'city': 'Crawfordchester', 'state': 'MH', 'zip': '45529', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [65, 94, 98, 49]}"
4454,Jose,Benjamin,robin71@example.org,3519887133,2022-12-18,2024-04-25,New,17,1177.75,62.4,Partner,True,"{'street': '318 Hill Spurs Suite 757', 'city': 'Port Daniel', 'state': 'SC', 'zip': '09304', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Email', 'Mail', 'SMS'], 'favorite_products': [58]}"
4455,Chris,Lee,castillodesiree@example.net,+1-733-204-2594x129,2023-08-07,2024-08-12,Regular,5,7073.09,550.82,Web Search,True,"{'street': '315 Rosario Vista Apt. 070', 'city': 'South Gilbert', 'state': 'AL', 'zip': '13615', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': [13, 40, 39]}"
4456,Rhonda,Smith,cynthia20@example.net,(842)739-9736x70328,2023-09-25,2024-10-09,New,11,9164.29,898.91,Advertisement,False,"{'street': '3634 Alicia Trail Apt. 140', 'city': 'Brownside', 'state': 'RI', 'zip': '82919', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances'], 'communication_preferences': ['SMS', 'Email'], 'favorite_products': [52, 60]}"
4457,Lori,Ellison,rebecca01@example.net,641.377.7821,2020-10-24,2024-01-03,Regular,37,11999.99,514.91,Partner,False,"{'street': '56475 Beck Hollow', 'city': 'Katherineview', 'state': 'MS', 'zip': '58873', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': [34, 94]}"
4458,Timothy,Fernandez,inixon@example.com,971.718.9274x48599,2021-04-27,2021-09-26,Regular,5,8742.58,1627.51,Advertisement,False,"{'street': '051 Holly Island Apt. 688', 'city': 'Wellsport', 'state': 'NM', 'zip': '78509', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Clothing'], 'communication_preferences': ['SMS', 'Email'], 'favorite_products': [51]}"
4459,James,Perkins,justin63@example.net,551-257-6998,2024-01-31,2024-07-20,Regular,5,3404.66,641.95,Direct,True,"{'street': '5644 Williams Lodge', 'city': 'Lake Deannafurt', 'state': 'MO', 'zip': '56433', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing', 'Appliances'], 'communication_preferences': ['Mail', 'Email', 'Phone'], 'favorite_products': [62, 22, 8, 47, 37]}"
4460,Angela,Stanley,earellano@example.org,740.585.6698x351,2024-02-02,2024-11-16,VIP,8,2542.48,482.75,Partner,True,"{'street': '67690 Jonathan Village', 'city': 'Lake Michellehaven', 'state': 'CT', 'zip': '71426', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Furniture'], 'communication_preferences': ['Email', 'Mail', 'Phone'], 'favorite_products': [1]}"
4461,Glenda,Golden,ohart@example.net,001-346-983-1537x109,2025-01-26,2025-03-06,Regular,3,143.78,111.22,Social Media,True,"{'street': '59342 Matthew Dam', 'city': 'North Jennifer', 'state': 'SD', 'zip': '82042', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': [43, 51, 17, 93]}"
4462,Christopher,Thompson,aholden@example.com,784.625.4990,2025-01-19,2025-04-24,Regular,1,1641.07,506.08,Social Media,True,"{'street': '441 Javier Knolls Suite 796', 'city': 'Hernandezmouth', 'state': 'VT', 'zip': '75033', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Clothing'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [64]}"
4463,Paul,Grant,owhite@example.net,902-626-7653x28613,2021-12-06,2023-10-24,New,36,4186.61,119.02,Direct,True,"{'street': '23821 Perez Brooks Suite 221', 'city': 'Michaelchester', 'state': 'UT', 'zip': '96211', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [29, 51, 84, 55]}"
4464,Douglas,Norris,scottsteven@example.com,870.294.1154x142,2022-05-01,2024-02-25,VIP,18,1347.24,74.89,Partner,True,"{'street': '97343 Butler Pines Suite 152', 'city': 'New Theresafurt', 'state': 'VT', 'zip': '62636', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics', 'Clothing'], 'communication_preferences': ['SMS', 'Email', 'Phone'], 'favorite_products': [53]}"
4465,Sheri,Davis,vkelley@example.org,+1-655-261-8514x7677,2023-06-05,2024-06-11,New,22,5291.98,886.21,Partner,True,"{'street': '839 Maddox Ways', 'city': 'Davilaborough', 'state': 'FL', 'zip': '81368', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Furniture'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [65, 15]}"
4466,Jessica,Cortez,alandry@example.org,+1-380-939-3775x815,2022-07-22,2024-09-17,Premium,29,2389.69,134.38,Referral,True,"{'street': '9215 Elizabeth Gardens Suite 118', 'city': 'Lewisshire', 'state': 'MP', 'zip': '86828', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [17]}"
4467,Mary,Gordon,kristyscott@example.net,9774481960,2024-08-03,2024-10-31,Regular,2,541.31,227.67,Web Search,True,"{'street': '1117 Lydia Village Apt. 437', 'city': 'West Scottchester', 'state': 'FM', 'zip': '86031', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone'], 'favorite_products': [53]}"
4468,Troy,Smith,robertmccarthy@example.net,001-216-741-0331x748,2022-03-17,2022-03-30,New,35,1987.69,197.25,Referral,True,"{'street': '7521 Anthony Corner Suite 617', 'city': 'Catherinestad', 'state': 'IN', 'zip': '16658', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Email'], 'favorite_products': [21, 44, 36, 8, 76]}"
4469,Dawn,Mahoney,campbelljulie@example.com,001-409-979-2580,2024-10-30,2025-04-07,Regular,6,62.24,14.56,Direct,False,"{'street': '76990 Carey Groves', 'city': 'Cartermouth', 'state': 'ID', 'zip': '67736', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing', 'Electronics'], 'communication_preferences': ['Mail', 'Email', 'SMS'], 'favorite_products': [64, 61, 12]}"
4470,Ricky,Yoder,timothy04@example.net,595.861.7823x71331,2023-11-17,2024-06-16,Premium,2,6050.95,1024.52,Advertisement,True,"{'street': '2781 Cassandra Lodge', 'city': 'West Angela', 'state': 'WV', 'zip': '54071', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances'], 'communication_preferences': ['Phone', 'Email', 'Mail'], 'favorite_products': []}"
4471,Taylor,Rice,smata@example.com,5253944628,2021-11-02,2022-08-12,New,42,1786.1,192.07,Referral,True,"{'street': '43504 Alvarez Mountains Suite 253', 'city': 'New Cathy', 'state': 'PA', 'zip': '94001', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['SMS', 'Mail', 'Phone'], 'favorite_products': [85, 11, 22, 35]}"
4472,Abigail,Wallace,seangarcia@example.com,001-655-806-9728,2022-01-27,2022-10-25,New,29,5306.25,205.29,Social Media,True,"{'street': '107 Theresa Mountain Apt. 997', 'city': 'Powellland', 'state': 'NE', 'zip': '17397', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Mail', 'Phone', 'Email'], 'favorite_products': [32, 64, 59, 43]}"
4473,Angela,Schmidt,ostone@example.org,585-506-9394x1410,2024-02-04,2024-05-09,Regular,3,1636.74,104.25,Web Search,True,"{'street': '1329 Wright Rue', 'city': 'Joshuamouth', 'state': 'NE', 'zip': '77916', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing', 'Appliances'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [4, 6]}"
4474,Jason,Walsh,christina52@example.net,+1-813-822-4122x7533,2022-12-23,2024-06-14,Premium,18,8338.63,371.43,Direct,False,"{'street': '521 Miranda Roads Apt. 192', 'city': 'Port Scottstad', 'state': 'VI', 'zip': '89510', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Electronics'], 'communication_preferences': ['SMS', 'Email', 'Phone'], 'favorite_products': [41, 73]}"
4475,Jesus,Wong,rodney73@example.com,(954)633-9973x22901,2023-11-02,2024-06-05,VIP,2,1943.02,159.69,Advertisement,True,"{'street': '8605 Katie Forks', 'city': 'South Mark', 'state': 'AS', 'zip': '31206', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Electronics'], 'communication_preferences': ['Email', 'Phone', 'Mail'], 'favorite_products': [34, 8, 41]}"
4476,Scott,Lopez,patriciawatson@example.net,+1-624-965-0820x762,2020-11-29,2024-08-20,New,51,11334.09,286.98,Advertisement,False,"{'street': '82326 Kyle Passage', 'city': 'Bushshire', 'state': 'AK', 'zip': '96406', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics', 'Appliances'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [10]}"
4477,Shawn,Brown,johnsonsarah@example.net,001-452-868-0767,2024-08-08,2025-01-13,Premium,5,1025.29,151.1,Advertisement,False,"{'street': '79713 Callahan Divide Apt. 437', 'city': 'New Daniel', 'state': 'DE', 'zip': '23980', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing', 'Appliances'], 'communication_preferences': ['Mail'], 'favorite_products': [37, 51, 87, 78, 61]}"
4478,Pamela,Faulkner,james70@example.org,(484)271-7142x420,2021-06-15,2024-02-15,New,15,11156.82,551.09,Referral,True,"{'street': '518 Ashley Neck Apt. 981', 'city': 'Jonesfurt', 'state': 'ME', 'zip': '10003', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['SMS', 'Email', 'Mail'], 'favorite_products': []}"
4479,Katrina,Garcia,sara71@example.org,001-731-923-4576x156,2020-08-01,2024-02-12,New,26,5100.68,93.1,Direct,True,"{'street': '38599 Jeffrey Centers Suite 543', 'city': 'Gonzalezfurt', 'state': 'MN', 'zip': '76277', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': []}"
4480,Anna,Price,nperez@example.org,754.550.3617,2020-10-30,2024-08-03,Regular,55,2446.11,46.01,Referral,True,"{'street': '57723 Nicholas Unions', 'city': 'Annabury', 'state': 'OH', 'zip': '82732', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [98, 2, 35, 73]}"
4481,Linda,Davidson,kellywebb@example.com,8709462910,2022-04-25,2023-04-13,Regular,4,10156.07,1225.98,Referral,False,"{'street': '33819 Megan Islands Suite 677', 'city': 'Gutierrezstad', 'state': 'RI', 'zip': '04628', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Furniture'], 'communication_preferences': ['Phone', 'Email', 'SMS'], 'favorite_products': [61, 99]}"
4482,Jeremy,Berg,rogerfoster@example.net,850.795.6529,2020-06-05,2023-04-06,Regular,47,12928.72,995.79,Advertisement,True,"{'street': '35524 Bridges Fort Apt. 263', 'city': 'New Timothyview', 'state': 'WA', 'zip': '65888', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['Phone', 'SMS', 'Email'], 'favorite_products': [16, 59, 7, 39, 77]}"
4483,Tara,Wood,rodriguezkelly@example.com,001-220-209-7009x1315,2024-11-05,2025-04-23,VIP,4,3406.46,756.57,Social Media,True,"{'street': '514 Margaret Turnpike Suite 448', 'city': 'Ashleybury', 'state': 'DC', 'zip': '90498', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics', 'Appliances'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': [62, 94, 21, 48, 14]}"
4484,Megan,Fowler,kyleowens@example.org,348.364.3575x24649,2021-08-02,2022-10-24,Regular,17,6676.19,354.78,Social Media,True,"{'street': '39333 Margaret Bypass', 'city': 'East Taylorhaven', 'state': 'CO', 'zip': '13995', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail'], 'favorite_products': []}"
4485,David,Rivera,caitlin66@example.net,+1-946-714-2804x00292,2023-07-16,2025-01-01,VIP,11,8265.84,425.52,Direct,True,"{'street': '63015 Berry Spring', 'city': 'West Melissabury', 'state': 'MN', 'zip': '77589', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Email', 'SMS', 'Mail'], 'favorite_products': [39, 38, 49]}"
4486,Taylor,Becker,heatherhammond@example.org,505-705-5794,2023-05-05,2024-10-26,Regular,17,6503.24,524.47,Referral,True,"{'street': '922 Nicole Club', 'city': 'Adamsberg', 'state': 'DE', 'zip': '34672', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing', 'Electronics'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [36, 85]}"
4487,Victoria,Jimenez,clarkmatthew@example.org,(584)338-6419x673,2023-04-01,2025-05-19,Regular,23,5286.08,331.41,Partner,True,"{'street': '900 Mitchell Trail Suite 292', 'city': 'New Jessicaberg', 'state': 'DC', 'zip': '92663', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [16, 76]}"
4488,Amy,Zuniga,wilsonantonio@example.net,+1-622-474-7041x85777,2022-06-29,2023-03-16,Regular,34,7571.86,1312.91,Advertisement,True,"{'street': '9642 Beth Mews', 'city': 'Cherylchester', 'state': 'MP', 'zip': '36651', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone', 'Mail', 'SMS'], 'favorite_products': [10, 37, 44]}"
4489,Sylvia,Anderson,dibarra@example.org,(573)286-6155,2024-10-04,2024-11-10,Regular,0,4004.75,1765.86,Social Media,True,"{'street': '59356 Mary Streets', 'city': 'New Timothy', 'state': 'MH', 'zip': '45166', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Furniture'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [96, 85, 52, 11, 12]}"
4490,Blake,Knight,lynchjanet@example.com,336.495.6136x779,2023-05-31,2023-07-12,New,22,2945.29,209.37,Advertisement,True,"{'street': '60710 James Lodge Suite 681', 'city': 'Matthewsberg', 'state': 'WY', 'zip': '20902', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email', 'Phone', 'Mail'], 'favorite_products': [30]}"
4491,Joshua,King,obrown@example.com,001-452-858-5847x0484,2023-04-25,2024-06-16,Regular,16,14885.57,600.21,Referral,True,"{'street': '783 Anderson Junction Suite 709', 'city': 'Woodsview', 'state': 'TN', 'zip': '20149', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [95, 1]}"
4492,Joy,Olson,cannonalexa@example.org,267-614-7135x0886,2025-04-19,2025-05-07,New,0,290.9,290.9,Advertisement,True,"{'street': '3682 Ward Valley Apt. 458', 'city': 'Fergusonport', 'state': 'MT', 'zip': '44089', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture', 'Clothing'], 'communication_preferences': ['Email'], 'favorite_products': [11, 42, 20, 47]}"
4493,Laura,Smith,ocalderon@example.com,977.610.1978x790,2021-03-05,2021-10-23,New,9,18489.7,1091.34,Web Search,True,"{'street': '314 Jose Hill', 'city': 'West Douglas', 'state': 'IA', 'zip': '49751', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics', 'Clothing'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [33, 4, 93]}"
4494,Charles,Terry,bianca08@example.com,745-577-1690x500,2023-05-03,2023-09-24,Regular,20,13799.64,646.07,Direct,True,"{'street': '241 Odonnell Center', 'city': 'North Leslieburgh', 'state': 'HI', 'zip': '01349', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['SMS'], 'favorite_products': [25]}"
4495,Mike,Bowman,ashley16@example.com,001-987-794-0265x61861,2020-08-20,2025-02-06,New,13,15621.31,1341.51,Advertisement,True,"{'street': '553 Julie Mountain Suite 371', 'city': 'Dustinview', 'state': 'MH', 'zip': '46551', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Clothing'], 'communication_preferences': ['Mail'], 'favorite_products': [81, 17, 86]}"
4496,Madison,Lara,randymclaughlin@example.com,3964461362,2022-05-17,2022-05-27,New,8,14212.16,527.5,Social Media,False,"{'street': '32832 Rice Route Suite 017', 'city': 'Craigtown', 'state': 'MS', 'zip': '46230', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Electronics'], 'communication_preferences': ['SMS', 'Phone', 'Mail'], 'favorite_products': [70, 69, 22, 71, 3]}"
4497,Nathan,Robbins,ryan14@example.org,(715)389-8279x067,2024-12-10,2025-05-17,Premium,2,796.4,186.59,Referral,True,"{'street': '7457 Austin Ford', 'city': 'West Tracy', 'state': 'IA', 'zip': '25737', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['Phone'], 'favorite_products': [55, 74, 68, 67, 88]}"
4498,Melissa,Maxwell,kimberlycherry@example.com,565.468.9472,2022-09-11,2024-03-31,New,12,4479.61,630.85,Web Search,False,"{'street': '9870 Samantha Plain', 'city': 'Tyroneland', 'state': 'PA', 'zip': '31025', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics'], 'communication_preferences': ['SMS'], 'favorite_products': [50, 66]}"
4499,Bernard,Garcia,jeff65@example.net,+1-221-573-5690x18339,2022-07-12,2023-09-24,Regular,24,5814.85,219.89,Referral,True,"{'street': '113 Johnson Tunnel', 'city': 'Emmaview', 'state': 'OH', 'zip': '96146', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Furniture'], 'communication_preferences': ['Mail'], 'favorite_products': [63, 52, 17]}"
